0,1,1.64,-0.049999997
10,1,1.22,-0.06999999
20,1,0.78,-0.08
30,1,0.3399999,-0.08
40,1,-0.11000013,-0.08
50,1,-0.5700002,-0.06999999
60,1,-1.0300002,-0.06999999
70,1,-1.5000002,-0.06999999
80,1,-1.9700003,-0.08
90,1,-2.44,-0.11
100,1,-2.92,-0.16
110,1,-3.4,-0.22
0,2,1.95,0.31
10,2,1.47,0.34
20,2,1.0,0.37
30,2,0.54999995,0.39
40,2,0.089999914,0.41
50,2,-0.37000012,0.44
60,2,-0.85000014,0.45999998
70,2,-1.3300002,0.47
80,2,-1.8100002,0.48000002
90,2,-2.2900002,0.48000002
100,2,-2.7700002,0.47
110,2,-3.2500002,0.45
120,3,1.22,-0.07
130,3,0.78,-0.08
140,3,0.34000003,-0.08
150,3,-0.110000014,-0.08
160,3,-0.57000005,-0.07
170,3,-1.0300001,-0.07
180,3,-1.5000001,-0.07
190,3,-1.9700001,-0.08
200,3,-2.44,-0.11
210,3,-2.92,-0.16
220,3,-3.4,-0.22
230,3,-3.8899999,-0.29000002
120,4,1.47,0.34
130,4,1.0,0.37
140,4,0.5500001,0.39
150,4,0.09000003,0.41
160,4,-0.3699999,0.44
170,4,-0.8499999,0.45999998
180,4,-1.3299999,0.47
190,4,-1.81,0.48000002
200,4,-2.2899997,0.48000002
210,4,-2.7699997,0.47
220,4,-3.2499998,0.45
230,4,-3.7299998,0.42000002
240,5,0.78000003,-0.08
250,5,0.34000003,-0.08
260,5,-0.109999895,-0.08
270,5,-0.56999993,-0.07
280,5,-1.03,-0.07
290,5,-1.5,-0.07
300,5,-1.97,-0.08
310,5,-2.44,-0.11
320,5,-2.9199998,-0.16
330,5,-3.3999999,-0.22
340,5,-3.8899996,-0.29
350,5,-4.379999,-0.35
240,6,1.0,0.37
250,6,0.5500001,0.39
260,6,0.09000003,0.41
270,6,-0.37,0.44
280,6,-0.8499999,0.45999998
290,6,-1.3299999,0.47
300,6,-1.81,0.48000002
310,6,-2.29,0.48000002
320,6,-2.7699997,0.47
330,6,-3.2499998,0.45
340,6,-3.7299998,0.42000002
350,6,-4.21,0.39
360,7,0.33999997,-0.08
370,7,-0.110000014,-0.08
380,7,-0.57000005,-0.07
390,7,-1.0300001,-0.07
400,7,-1.5,-0.07
410,7,-1.97,-0.08
420,7,-2.44,-0.11
430,7,-2.92,-0.16
440,7,-3.3999999,-0.22
450,7,-3.89,-0.29000002
460,7,-4.38,-0.35000002
470,7,-4.8599997,-0.39
360,8,0.55,0.39000002
370,8,0.09000003,0.41
380,8,-0.37,0.44
390,8,-0.85,0.46
400,8,-1.3299999,0.47
410,8,-1.81,0.48000002
420,8,-2.29,0.48000002
430,8,-2.77,0.47
440,8,-3.25,0.45
450,8,-3.73,0.42000002
460,8,-4.21,0.39000002
470,8,-4.69,0.34
480,9,-0.109999985,-0.08
490,9,-0.56999993,-0.07
500,9,-1.03,-0.07
510,9,-1.5,-0.07
520,9,-1.9699999,-0.08
530,9,-2.44,-0.11
540,9,-2.92,-0.16
550,9,-3.4,-0.22
560,9,-3.89,-0.29000002
570,9,-4.38,-0.35000002
580,9,-4.86,-0.39
590,9,-5.3500004,-0.41000003
480,10,0.09,0.41
490,10,-0.37,0.44
500,10,-0.84999996,0.45999998
510,10,-1.3299999,0.46999997
520,10,-1.81,0.47999996
530,10,-2.29,0.47999996
540,10,-2.77,0.46999997
550,10,-3.25,0.45
560,10,-3.7299998,0.42
570,10,-4.2099996,0.39
580,10,-4.6899996,0.33999997
590,10,-5.1799994,0.28999996
600,11,-0.57,-0.07
610,11,-1.03,-0.07
620,11,-1.5,-0.07
630,11,-1.97,-0.08
640,11,-2.4399998,-0.11
650,11,-2.9199998,-0.16
660,11,-3.3999999,-0.22
670,11,-3.8899999,-0.29000002
680,11,-4.38,-0.35000002
690,11,-4.86,-0.39
700,11,-5.35,-0.41000003
710,11,-5.8399997,-0.43
600,12,-0.37,0.44
610,12,-0.85,0.45999998
620,12,-1.3299999,0.47
630,12,-1.81,0.48
640,12,-2.29,0.48
650,12,-2.77,0.47
660,12,-3.25,0.45
670,12,-3.73,0.42
680,12,-4.2099996,0.39
690,12,-4.6899996,0.33999997
700,12,-5.1799994,0.29
710,12,-5.6599994,0.24
720,13,-1.03,-0.07
730,13,-1.5,-0.07
740,13,-1.97,-0.08
750,13,-2.44,-0.11
760,13,-2.9199998,-0.16
770,13,-3.3999999,-0.22
780,13,-3.8899999,-0.29
790,13,-4.38,-0.35
800,13,-4.86,-0.39
810,13,-5.35,-0.41
820,13,-5.8399997,-0.43
830,13,-6.3199997,-0.45000002
720,14,-0.85,0.46
730,14,-1.3299999,0.47
740,14,-1.81,0.48
750,14,-2.29,0.48
760,14,-2.77,0.47
770,14,-3.25,0.45
780,14,-3.73,0.42
790,14,-4.21,0.39
800,14,-4.6899996,0.34
810,14,-5.1799994,0.29000002
820,14,-5.6599994,0.24000001
830,14,-6.1399994,0.18
840,15,-1.5,-0.07
850,15,-1.97,-0.08
860,15,-2.44,-0.11
870,15,-2.92,-0.16
880,15,-3.3999999,-0.22
890,15,-3.8899999,-0.29
900,15,-4.38,-0.35
910,15,-4.8599997,-0.39
920,15,-5.3499994,-0.41
930,15,-5.839999,-0.43
940,15,-6.3199997,-0.45000002
950,15,-6.789999,-0.48000002
840,16,-1.33,0.47
850,16,-1.81,0.48000002
860,16,-2.29,0.48000002
870,16,-2.77,0.47
880,16,-3.25,0.45000002
890,16,-3.73,0.42000002
900,16,-4.21,0.39000002
910,16,-4.69,0.34
920,16,-5.18,0.29000002
930,16,-5.66,0.24000001
940,16,-6.14,0.18
950,16,-6.62,0.13
960,17,-1.97,-0.08
970,17,-2.44,-0.11
980,17,-2.92,-0.16
990,17,-3.4,-0.22
1000,17,-3.8899999,-0.29
1010,17,-4.38,-0.35
1020,17,-4.8599997,-0.39
1030,17,-5.35,-0.41
1040,17,-5.84,-0.43
1050,17,-6.32,-0.45000002
1060,17,-6.79,-0.48000002
1070,17,-7.24,-0.53000003
960,18,-1.8100001,0.48
970,18,-2.29,0.48
980,18,-2.77,0.47
990,18,-3.25,0.45
1000,18,-3.73,0.42000002
1010,18,-4.21,0.39
1020,18,-4.69,0.34
1030,18,-5.18,0.29000002
1040,18,-5.66,0.24000001
1050,18,-6.14,0.18
1060,18,-6.62,0.13
1070,18,-7.0899997,0.06999999
1080,19,3.38,-0.35
1090,19,2.88,-0.26999998
1100,19,2.38,-0.17999999
1110,19,1.9100001,-0.060000002
1120,19,1.45,0.08000001
1130,19,1.01,0.23999998
1140,19,0.56999993,0.38999996
1150,19,0.12999988,0.53999996
1160,19,-0.32000017,0.65999997
1170,19,-0.77,0.76
1180,19,-1.2199998,0.83000004
1190,19,-1.6799998,0.88
1080,20,3.39,-1.5
1090,20,2.9,-1.43
1100,20,2.41,-1.31
1110,20,1.9300001,-1.15
1120,20,1.44,-0.96999997
1130,20,0.97,-0.78
1140,20,0.5,-0.59999996
1150,20,0.059999943,-0.44999993
1160,20,-0.36000013,-0.32999992
1170,20,-0.7800002,-0.24999988
1180,20,-1.19,-0.18999994
1190,20,-1.6199999,-0.14999998
1200,21,2.88,-0.26999998
1210,21,2.38,-0.17999999
1220,21,1.9100001,-0.060000002
1230,21,1.45,0.08000001
1240,21,1.01,0.24000004
1250,21,0.56999993,0.39000002
1260,21,0.12999988,0.53999996
1270,21,-0.32000017,0.65999997
1280,21,-0.77,0.76
1290,21,-1.2199998,0.83000004
1300,21,-1.6799998,0.88
1310,21,-2.12,0.9
1200,22,2.9,-1.43
1210,22,2.41,-1.31
1220,22,1.9300001,-1.15
1230,22,1.44,-0.97
1240,22,0.97,-0.78000003
1250,22,0.5,-0.6
1260,22,0.059999943,-0.45000005
1270,22,-0.36000013,-0.33000004
1280,22,-0.78,-0.25
1290,22,-1.1899998,-0.19000006
1300,22,-1.6199996,-0.1500001
1310,22,-2.0599997,-0.120000124
1320,23,2.38,-0.18
1330,23,1.9100001,-0.060000002
1340,23,1.45,0.08000001
1350,23,1.01,0.23999998
1360,23,0.56999993,0.38999996
1370,23,0.12999988,0.53999996
1380,23,-0.32000017,0.65999997
1390,23,-0.7700002,0.76
1400,23,-1.2200003,0.83000004
1410,23,-1.6800003,0.88
1420,23,-2.1200004,0.9
1430,23,-2.5700002,0.9
1320,24,2.41,-1.31
1330,24,1.9300001,-1.15
1340,24,1.44,-0.9699999
1350,24,0.97,-0.78
1360,24,0.5,-0.59999996
1370,24,0.059999943,-0.44999993
