11,1,4.86,0.3
21,1,4.5,0.22
31,1,4.12,0.16
41,1,3.72,0.11
51,1,3.31,0.07
61,1,2.9,0.04
71,1,2.48,0.01
81,1,2.06,-0.02
91,1,1.64,-0.05
101,1,1.22,-0.07
111,1,0.78,-0.08
121,1,0.34,-0.08
131,1,-0.11,-0.08
141,1,-0.57,-0.07
151,1,-1.03,-0.07
161,1,-1.5,-0.07
171,1,-1.97,-0.08
181,1,-2.44,-0.11
191,1,-2.92,-0.16
201,1,-3.4,-0.22
211,1,-3.89,-0.29
221,1,-4.38,-0.35
231,1,-4.86,-0.39
241,1,-5.35,-0.41
251,1,-5.84,-0.43
261,1,-6.32,-0.45
271,1,-6.79,-0.48
281,1,-7.24,-0.53
11,2,4.72,0.93
21,2,4.6,0.8
31,2,4.41,0.65
41,2,4.15,0.51
51,2,3.83,0.39
61,2,3.43,0.31
71,2,2.97,0.28
81,2,2.47,0.28
91,2,1.95,0.31
101,2,1.47,0.34
111,2,1.0,0.37
121,2,0.55,0.39
131,2,0.09,0.41
141,2,-0.37,0.44
151,2,-0.85,0.46
161,2,-1.33,0.47
171,2,-1.81,0.48
181,2,-2.29,0.48
191,2,-2.77,0.47
201,2,-3.25,0.45
211,2,-3.73,0.42
221,2,-4.21,0.39
231,2,-4.69,0.34
241,2,-5.18,0.29
251,2,-5.66,0.24
261,2,-6.14,0.18
271,2,-6.62,0.13
281,2,-7.09,0.07
291,2,-7.56,0.03
11,3,2.24,-0.04
21,3,2.65,-0.28
31,3,3.06,-0.53
41,3,3.47,-0.76
51,3,3.91,-0.97
61,3,4.39,-1.14
71,3,4.89,-1.29
81,3,5.36,-1.45
91,3,5.78,-1.65
101,3,6.19,-1.86
111,3,6.59,-2.06
121,3,7.03,-2.21
131,3,7.53,-2.29
11,4,-0.19,-0.1
21,4,-0.72,0.13
31,4,-1.28,0.35
41,4,-1.87,0.58
51,4,-2.47,0.79
61,4,-3.08,0.98
71,4,-3.69,1.16
81,4,-4.31,1.31
91,4,-4.93,1.45
101,4,-5.54,1.59
111,4,-6.11,1.73
121,4,-6.62,1.9
131,4,-7.05,2.11
141,4,-7.36,2.38
151,4,-7.55,2.73
11,5,-2.27,0.36
21,5,-2.73,0.41
31,5,-3.2,0.46
41,5,-3.66,0.42
51,5,-4.14,0.31
61,5,-4.61,0.21
71,5,-5.1,0.11
81,5,-5.6,0.02
91,5,-6.09,-0.06
101,5,-6.56,-0.09
111,5,-7.03,-0.13
121,5,-7.51,-0.16
11,6,-1.58,-0.42
21,6,-2.17,-0.39
31,6,-2.76,-0.36
41,6,-3.31,-0.4
51,6,-3.85,-0.45
61,6,-4.4,-0.5
71,6,-4.89,-0.57
81,6,-5.39,-0.64
91,6,-5.88,-0.72
101,6,-6.35,-0.78
111,6,-6.8,-0.84
121,6,-7.26,-0.89
11,7,0.36,-0.91
21,7,0.97,-0.85
31,7,1.58,-0.8
41,7,2.19,-0.72
51,7,2.79,-0.63
61,7,3.39,-0.53
71,7,4.03,-0.44
81,7,4.7,-0.36
91,7,5.36,-0.28
101,7,6.02,-0.25
111,7,6.67,-0.26
121,7,7.32,-0.28
11,8,-0.02,-2.39
21,8,0.49,-2.45
31,8,0.98,-2.48
41,8,1.45,-2.49
51,8,1.91,-2.48
61,8,2.35,-2.46
71,8,2.78,-2.44
81,8,3.19,-2.43
91,8,3.58,-2.43
101,8,3.97,-2.43
111,8,4.36,-2.44
121,8,4.75,-2.44
131,8,5.15,-2.44
141,8,5.55,-2.45
151,8,5.97,-2.44
161,8,6.4,-2.44
171,8,6.86,-2.42
181,8,7.33,-2.4
11,9,-0.12,-1.7
21,9,0.3,-1.7
31,9,0.73,-1.7
41,9,1.16,-1.7
51,9,1.63,-1.7
61,9,2.1,-1.7
71,9,2.57,-1.7
81,9,3.04,-1.7
91,9,3.47,-1.7
101,9,3.9,-1.7
111,9,4.33,-1.7
121,9,4.76,-1.7
131,9,5.17,-1.68
141,9,5.55,-1.64
151,9,5.93,-1.6
161,9,6.31,-1.56
171,9,6.69,-1.52
181,9,7.07,-1.47
191,9,7.45,-1.43
111,10,7.4,-0.85
121,10,6.94,-0.75
131,10,6.45,-0.68
141,10,5.96,-0.62
151,10,5.45,-0.56
161,10,4.93,-0.52
171,10,4.42,-0.47
181,10,3.9,-0.41
191,10,3.38,-0.35
201,10,2.88,-0.27
211,10,2.38,-0.18
221,10,1.91,-0.06
231,10,1.45,0.08
241,10,1.01,0.24
251,10,0.57,0.39
261,10,0.13,0.54
271,10,-0.32,0.66
281,10,-0.77,0.76
291,10,-1.22,0.83
301,10,-1.68,0.88
311,10,-2.12,0.9
321,10,-2.57,0.9
331,10,-3.02,0.9
341,10,-3.47,0.9
351,10,-3.93,0.92
361,10,-4.39,0.97
371,10,-4.86,1.04
381,10,-5.31,1.14
391,10,-5.73,1.26
401,10,-6.13,1.41
411,10,-6.48,1.58
421,10,-6.8,1.77
431,10,-7.07,1.98
441,10,-7.29,2.2
451,10,-7.45,2.43
461,10,-7.56,2.67
471,10,-7.6,2.91
111,11,7.48,-1.49
121,11,7.04,-1.35
131,11,6.55,-1.3
141,11,6.04,-1.32
151,11,5.5,-1.38
161,11,4.96,-1.46
171,11,4.42,-1.51
181,11,3.9,-1.53
191,11,3.39,-1.5
201,11,2.9,-1.43
211,11,2.41,-1.31
221,11,1.93,-1.15
231,11,1.44,-0.97
241,11,0.97,-0.78
251,11,0.5,-0.6
261,11,0.06,-0.45
271,11,-0.36,-0.33
281,11,-0.78,-0.25
291,11,-1.19,-0.19
301,11,-1.62,-0.15
311,11,-2.06,-0.12
321,11,-2.53,-0.09
331,11,-3.0,-0.06
341,11,-3.46,-0.03
351,11,-3.91,0.02
361,11,-4.36,0.09
371,11,-4.81,0.17
381,11,-5.27,0.25
391,11,-5.74,0.35
401,11,-6.21,0.46
411,11,-6.66,0.6
421,11,-7.07,0.78
431,11,-7.41,1.01
441,11,-7.67,1.31
181,12,-7.23,-1.89
191,12,-6.65,-1.75
201,12,-6.07,-1.66
211,12,-5.49,-1.62
221,12,-4.91,-1.6
231,12,-4.33,-1.61
241,12,-3.74,-1.62
251,12,-3.14,-1.63
261,12,-2.53,-1.63
271,12,-1.92,-1.61
281,12,-1.31,-1.59
291,12,-0.71,-1.56
301,12,-0.11,-1.52
311,12,0.47,-1.47
321,12,1.05,-1.39
331,12,1.63,-1.29
341,12,2.2,-1.18
351,12,2.78,-1.09
361,12,3.37,-1.04
371,12,3.96,-1.02
381,12,4.56,-1.02
391,12,5.15,-1.05
401,12,5.74,-1.08
411,12,6.31,-1.11
421,12,6.86,-1.13
431,12,7.4,-1.13
181,13,-7.13,-2.39
191,13,-6.58,-2.39
201,13,-6.01,-2.37
211,13,-5.44,-2.32
221,13,-4.87,-2.26
231,13,-4.29,-2.18
241,13,-3.72,-2.09
251,13,-3.15,-2.01
261,13,-2.59,-1.92
271,13,-2.03,-1.85
281,13,-1.45,-1.79
291,13,-0.86,-1.74
301,13,-0.25,-1.72
311,13,0.38,-1.7
321,13,1.02,-1.68
331,13,1.66,-1.65
341,13,2.3,-1.6
351,13,2.93,-1.54
361,13,3.56,-1.49
371,13,4.17,-1.48
381,13,4.78,-1.52
391,13,5.37,-1.57
401,13,5.95,-1.63
411,13,6.52,-1.68
421,13,7.06,-1.69
431,13,7.59,-1.66
321,14,-7.33,-2.09
331,14,-6.99,-2.15
341,14,-6.63,-2.2
351,14,-6.26,-2.24
361,14,-5.88,-2.27
371,14,-5.51,-2.3
381,14,-5.13,-2.31
391,14,-4.76,-2.32
401,14,-4.4,-2.33
411,14,-4.06,-2.32
421,14,-3.74,-2.32
431,14,-3.44,-2.31
441,14,-3.15,-2.3
451,14,-2.86,-2.3
461,14,-2.55,-2.32
471,14,-2.21,-2.35
481,14,-1.85,-2.38
491,14,-1.46,-2.4
501,14,-1.05,-2.38
511,14,-0.63,-2.33
521,14,-0.2,-2.25
531,14,0.24,-2.17
541,14,0.69,-2.09
551,14,1.15,-2.04
561,14,1.6,-2.03
571,14,2.05,-2.04
581,14,2.5,-2.07
591,14,2.93,-2.09
601,14,3.36,-2.08
611,14,3.77,-2.03
621,14,4.17,-1.95
631,14,4.57,-1.85
641,14,4.95,-1.76
651,14,5.33,-1.66
661,14,5.7,-1.59
671,14,6.07,-1.53
681,14,6.42,-1.47
691,14,6.75,-1.41
701,14,7.05,-1.33
711,14,7.31,-1.23
721,14,7.54,-1.09
321,15,-7.41,-2.58
331,15,-7.04,-2.65
341,15,-6.67,-2.71
351,15,-6.32,-2.75
361,15,-5.96,-2.78
371,15,-5.61,-2.8
381,15,-5.25,-2.82
391,15,-4.89,-2.83
401,15,-4.52,-2.84
